,Context,Response,Text,ID
12158,غاضب,أوه لا! كيف حدث هذا؟,لقد فقدت حذائي المفضل اليوم!,12158
12159,غاضب,جي أتمنى أن تجده. ربما تتراجع عن المكان الذي كنت فيه مؤخرًا وستجده!,لا أعلم. لكن الآن أشعر بالضيق لأنني لم أتمكن من الوصول إلى صالة الألعاب الرياضية المفضلة لدي!,12159
12160,ممتن,يا هذا رائع! انا سعيد لأجلك. أين وجدوها؟,كنت سأتأخر عن ممارسة الصالة الرياضية. لكن صديقي ساعدني في العثور على حذائي المفقود. الآن سأكون في الوقت المحدد!,12160
12161,ممتن,هذا جيد. أتمنى أن يكون لديك تمرين جيد في صالة الألعاب الرياضية!,تركته بجانب جهاز التلفزيون.,12161
12162,الثقة,حسنًا ، هذا لطيف جدًا منك. هل صديقك سائق جيد؟,احتاجت صديقتي إلى سيارة في نهاية هذا الأسبوع ، لذا سمحت لها باستخدام سيارتي الجديدة.,12162
12163,الثقة,آمل ألا تحطمها!,هي تكون. سجل قيادة مثالي وموثوق للغاية. أنا لست قلقا بشأن ذلك.,12163
12164,الثقة,واو هذا رائع. أي نوع من الحيوانات غير ذلك؟,ذهب أفضل بكثير مما كان متوقعا أنها تحبني مرة أخرى!,12164
12165,الثقة,أوه آسف اعتقدت ربما لديك حيوان أليف. حسنًا ، أنا سعيد من أجلكم يا رفاق!,إنه ليس حيوانًا ، إنه صديقتي,12165
12166,مذنب,ما نوع ملفات تعريف الارتباط التي خبزتها؟,لقد خبزت مجموعة من ملفات تعريف الارتباط لحفلة عيد ميلاد طفلي. المشكلة الوحيدة هي أنني لم أستطع مقاومة تناول القليل من الطعام قبل الحفلة. كانت جيدة جدا.,12166
12167,مذنب,سأحصل على البعض تمامًا إذا سمحت لي بذلك. أنا أحب رقائق الشوكولاتة!,كانت رقائق الشوكولاتة المفضلة لدي. قبل أن أدرك ذلك بفترة طويلة ، أكلت كل كعكة. شعرت بالسوء لدرجة أن الضيوف لن يحصلوا على أي شيء!,12167
12168,خائب الامل,ماذا ماذا؟؟؟ أي فريق؟ من قطعك؟,لا أصدق أنهم قطعوني من هذا الفريق.,12168
12169,خائب الامل,أنا أحب البيسبول. تناول وجبات خفيفة أفضل من أي رياضة أخرى.,فريق البيسبول المحلي الذي قمت بتجربته ولم يسير على ما يرام!,12169
12170,خائب الامل,أنا آسف لأنك تعرضت للقطع بالرغم من ذلك. استمر في التدريب ..,متفق عليه أن النقانق لذيذة.,12170
12171,خائب الامل,نتقدم في السن .. نصاب .. نأكل النقانق.,سأبذل قصارى جهدي وبالتأكيد سأفعل.,12171
12172,بهيجة,حقا؟ أخبرني عنه.,انا سعيد جدا. قابلت هذا الرجل المثير حقًا في الدردشة الحية.,12172
12173,بهيجة,هل أنتما الاثنان ستواعدان ؟!,يا إلهي إنه حالمة جدا !! كل ما اريده في الرجل.,12173
12174,بهيجة,من فضلك ، أحب أن ألتقي بكم يا رفاق,لست متأكدا. سوف أدعك تعرف!,12174
12175,فخور,هذا رائع جدا! هل هو طفلك الأول؟,لدي مولود جديد يبلغ من العمر 6 أشهر فقط. لقد بدأ للتو في التحدث أو إصدار أصوات مضحكة على الأقل!,12175
12176,فخور,أراهن. إذا كان مثلك ، فسوف يكبر ليكون شخصًا رائعًا.,نعم أنا أب سعيد للغاية. سيكون ذكيا جدا.,12176
12177,تأثرت,معظم الناس رائعون إذا كنت تأخذ الوقت الكافي للتحدث معهم قليلاً.,لقد صدمت حقًا من مدى روعة بعض الأشخاص الذين قابلتهم على الإنترنت.,12177
12178,تأثرت,واو هذا رائع جدا. سجلني لذلك! أود أن أشفى!,التقيت بمعالج نفسي في غرفة الدردشة. قال إنه يمكن أن يشفي الناس من أي مكان في العالم.,12178
12179,خائب الامل,هل ذهبتم يا رفاق؟ هل الساق كلها ثابتة الآن؟,كنت قد حجزت رحلة إلى باريس لي ولزوجتي لكنها سقطت وكسرت ساقها قبل 6 أسابيع من الموعد المفترض للذهاب. اضطررنا إلى التأجيل لمدة 6 أشهر.,12179
12180,خائب الامل,هل تخطط لرحلة جديدة في عيد ميلادك القادم؟,لقد ذهبنا. كان ذلك بمناسبة عيد ميلادي الأربعين قبل بضع سنوات.,12180
12181,فخور,واو هذا مثير للغاية! ماذا درسوا؟,سأشاهد طفلي وهو يحصل على الدرجة العلمية قريبًا!,12181
12182,فخور,هذا عظيم. ما هي الخطوة التالية - العمل؟,كان يدرس درجة العلوم. لست متأكدا من أي نوع.,12182
12183,معد,هنيئا لك. الاستعداد هو نصف عمل الأوساط الأكاديمية.,سأعود إلى المدرسة هذا الفصل الدراسي وقررت أن أجعل كل شيء جاهزًا في وقت مبكر.,12183
12184,معد,من الصعب القيام بذلك ولكنه مهم جدًا. أنا لست ذكيًا جدًا ولكني منظم جدًا. يحدث فرقا.,نعم أحاول أن أبقى منظمًا قدر الإمكان. يساعد في البقاء على رأس الأشياء.,12184
12185,الآن,لا يوجد شيء سخيف في ذلك. الأفلام تهدف إلى إثارة المشاعر غير المشروعة. تشعر بتحسن الآن على الرغم من حق؟,حسنًا ، لا تحكم علي ولكن هذا سيبدو سخيفًا لكني بكيت وأنا أشاهد فيلمًا في ذلك اليوم,12185
12186,الآن,بالتأكيد لا تشعر بالسوء إذن. أعتقد أن الجميع بكى خلال هذا الفيلم!,نعم نعم أفعل. كان المفكرة. أنا فقط حصلت على عاطفية حقا مشاهدته.,12186
12187,الآن,لست متأكدًا من كيفية التعامل مع الخسارة!,اكتشفت للتو أن ابن عمي توفي بعد معركته مع سرطان القولون. كان عمره 27 عامًا فقط. أنا مستاء جدًا!,12187
12188,متخوف,هناك الكثير من الاستراتيجيات لمحاربة هذا الفكر الذي أفترضه. كما يقولون ، أوقية من التحضير تساوي أكثر من رطل علاج,سيأتي اختبار شهادتي التجريبية الأسبوع المقبل. أنا متوترة للغاية ولن أتذكر كل الإجابات. سأكون محطما إذا فشلت في الاختبار.,12188
12189,متخوف,نعم سمعت أنه من الجيد أن تدرس في صمت لأنك بهذه الطريقة تكون في نفس البيئة التي ستكون فيها عندما تجري الاختبار,حسنًا ، أتمنى ألا أرسم فراغات تحت الضغط. ربما سأذهب للدراسة أكثر عندما أنتهي من الحديث معك.,12189
12190,غيور,نعم ، هذا سيء للغاية آسف لسماع ذلك. هل تعرف لماذا لم يتم اختيارك؟,تم اختيار زميلي في العمل للتو للتسجيل في فصل دراسي للقيادة يقدمه عملي. لقد تقدمت أيضًا ولكن لم يتم اختياري. أتمنى حقا لو كنت في مكانه righyt الآن!,12190
12191,غيور,ابقي رأسك مرفوعا. ربما سيتم انتقاؤك في المرة القادمة.,لست متأكدا. ظننت أنني مؤهل أكثر منه. يبدو أنني لا أستطيع الحصول على ما لدى الآخرين.,12191
12192,الآن,أوه لا! أنا آسف لسماع ذلك. هل مات من شيخوخته؟,ماتت قطتي البالغة من العمر 11 عامًا هذا الصباح ...,12192
12193,الآن,حسنًا ، أتمنى أن يعيش حياة طيبة وسعيدة.,نعم أعتقد أنه كان كل شيء رمادي وما إلى ذلك. كان يعاني من التهاب المفاصل أيضا.,12193
12194,متضايق,في بعض الأحيان عليك أن تضع الناس في مكانهم.,مرحبًا ، هذا الرجل الذي يعيش معي لم يكن يقوم بعمله المقرر وكان علي أن أتحدث معه حول هذا الموضوع ..,12194
12195,متضايق,حسنًا ، آمل أن يكون قد تعلم درسه. نحن لا نلعب تلك الألعاب من حيث أنا.,نعم ، لقد كان غير متعاون حقًا ويبدو أنه لا يهتم بوقت الآخرين.,12195
12196,متفائل,أوه الآن هذا مقلق للغاية,يعاني كلبي من مشاكل صحية. أخذته إلى الطبيب البيطري ولم يجدوا شيئًا خطأ.,12196
12197,متفائل,آمل ألا يكون الأمر خطيرًا. أعرف كيف يمكن أن يكون وجود حيوان أليف مريض مزعجًا.,نعم أنا أصلي أنه ليس شيئًا خطيرًا جدًا. قالوا إنه ربما أكل شيئًا جعله يشعر بعدم الراحة.,12197
12198,متضايق,أوه لا! هل نجحت في النهاية بعد الإحباط؟,لقد تفاقمت بشدة اليوم عندما كنت أقوم بتركيب مصباح إضاءة جديد في غرفة الطعام الخاصة بي !!,12198
12199,متضايق,هذا محبط لا شيء يبدو أنه يسير بشكل صحيح في المرة الأولى التي تجربها! سعيد لأنك نجحت في العمل أخيرًا!,لقد فعلت ذلك ولكن شيئًا ما تم تقصيره وفجر مفتاح التعتيم الخاص بي. اضطررت إلى القيام برحلة أخرى إلى Home Depot لإصلاحها.,12199
12200,خجلان,دانغ ربما كان عليك شراء تذكرة يانصيب بدلاً من ذلك؟,لم يكن لدي ما يكفي من المال لدفع إيجاري هذا الشهر ، لذلك أخذت المال من النقد في العمل. اشعر بالسوء.,12200
12201,خجلان,ربما يمكنك العثور على مكان أرخص للعيش فيه؟,حسنًا ، لم أستطع المخاطرة بخسارة المزيد من المال. أنا لا أعرف ما يجب القيام به.,12201
12202,متفائل,بلى! هل اخترت أرقام حظك؟,ألعب دائمًا اليانصيب ولكن لدي شعور جيد بهذه الليلة!,12202
12203,متفائل,لطيف! اتمنى لك الفوز!,أوه نعم كل 1000 منهم!,12203
12204,حانق,هذا مرضي جدا آمل ألا يفسدوا الأمر الآن بعد أن عادوا إلى المنزل!,في الأسبوع الماضي قمت بتنظيف منزلي عندما كان أطفالي خارج المخيم الصيفي. كنت سعيدًا جدًا لأنني فعلت ذلك.,12204
12205,حانق,NOOOOOOOO !!!! اطفال مشاغبون! يجب أن يكون ذلك مثيرا للغضب.,من المضحك أن تقول ذلك. اضطررت إلى أداء مهمة الليلة الماضية وعندما عدت إلى المنزل كان الأمر أكثر فوضوية من ذي قبل. كدت أفقده!,12205
12206,حنين,أوه ، كان لدى أمي بعض ما عرضته علينا قبل بضع سنوات. من الغريب التفكير في كيفية نموك أنت والآخرون!,كنت أشعر بعاطفة شديدة أثناء النظر في الصور القديمة لأطفالي اليوم. كبروا بسرعة فائقة!,12206
12207,حنين,لا أستطيع البقاء شابًا إلى الأبد!,فمن المؤكد! يجعلني أتمنى لو كانوا لا يزالون أطفالًا!,12207
12208,توقع,أنا لا ألومك لأنك متحمس! ماذا سترى في رحلتك؟,لدي إجازة لمدة أسبوعين قادمة في اليونان والتي كنت أتطلع إليها!,12208
12209,توقع,انا غيور جدا! أتمنى أن تقضي رحلة رائعة!,لأكون صريحًا ، لم أخطط لذلك كثيرًا. أحب المغامرة كما أذهب! لكنني بالتأكيد سأرى سانتوريني,12209
12210,فرح,انت فعلت! - هذا مذهل! كم من المال ربحت ؟؟؟,أعلم أنك لن تصدقني لكني فزت للتو باليانصيب!,12210
12211,فرح,واو- هذا مبلغ ضخم من المال! ما الذي تنوي فعله به؟,لقد فزت بمليار دولار ولا بد لي من مشاركتها مع خمسة فائزين آخرين فقط!,12211
12212,رعاية,هذا رائع للغاية! يا لك من حفيد عظيم. لا يريد الجميع رعاية الأقارب المسنين.,أنا أحب رعاية جدتي! تبلغ من العمر 94 عامًا وهذا يجعلني أشعر بالرضا عندما أساعدها بأي طريقة ممكنة!,12212
12213,رعاية,بالتأكيد. ننسى أحيانًا أن كبار السن كانوا صغارًا في يوم من الأيام وعملوا كثيرًا مثل العمل في تربية ورعاية أسرهم.,إنها تستحق ذلك مقابل كل ما فعلته طوال حياتها.,12213
12214,تأثرت,هل تلعب كرة القدم بنفسك؟,كنت أشاهد كأس العالم على شاشة التلفزيون مؤخرًا. لقد اندهشت للغاية من مدى جودة هؤلاء اللاعبين.,12214
12215,تأثرت,إنه أمر مثير للإعجاب.,لقد لعبت بضع مرات فقط. إنه لأمر مثير للإعجاب مقدار الطاقة التي يمتلكونها ومدى دقة دقتها.,12215
12216,فخور,مبروك لأخيك! هل تطير أم تقود؟,انا ذاهب الى مسقط رأسي اليوم. سوف يزور لتخرج أخي!,12216
12217,فخور,يا للروعة يجب أن تكون مسافة بعيدة إذن! استمتع برحلة جوية آمنة!,أنا أطير!,12217
12218,المحتوى,من الرائع سماع ذلك. الصيف هو الوقت المناسب من العام للاستمتاع بحياتك.,لقد كنت أعمل في وظيفة جديدة رائعة الشهر الماضي ويمكنني أخيرًا شراء شقة جميلة. أشعر بشعور رائع.,12218
12219,المحتوى,كنت أفكر كثيرًا عندما كنت طفلاً مؤخرًا.,نعم أشعر بأنني على قمة العالم هذه اليوم!,12219
12220,مذنب,يبدو هذا ممتعًا ولكن هل وقعت في مشكلة؟,أتذكر ذات مرة عندما كنت صغيرًا كنت أركض في الطابق السفلي عندما لم يكن من المفترض أن أكون كذلك.,12220
12221,مذنب,أوه لا! هذا ليس ممتعا. آمل ألا يكونوا غاضبين منك!,نعم ، أخبرتني أمي عدة مرات ألا أركض في الطابق السفلي. الشيء التالي الذي أعرفه أنني تعثرت في سلك المصباح مما تسبب في سقوط المصباح وتقسيمه إلى قطع.,12221
12222,معد,هل تمكنت من تجنب المطر؟,كان المطر يتساقط عندما وصلت إلى المنزل ، لذا أمسكت بكل أغراضي واستعدت للاستراحة تحت المطر حتى أتمكن من الدخول إلى المنزل دون أن أتشبع.,12222
12223,معد,هو جيد! يبدو أنك تفاديت الرصاصة!,نعم ، لحسن الحظ ، تمكنت من الدخول إلى المنزل دون سقوط المطر علي,12223
12224,خائب الامل,أتذكر أنني كنت طفلاً عندما خرج أول واحد,رأيت فيلم Jurassic Park الجديد في ذلك اليوم. لقد كان مثل هذا خيبة أمل بالنسبة لي.,12224
12225,خائب الامل,أعتقد أن الامتياز قد بدأ للتو في المحاولة بجد.,كذلك هنا! إنه أحد أفلامي المفضلة! لسبب ما ، الجديد يسقط بالنسبة لي. كنت أتوقع أكثر من ذلك بكثير.,12225
12226,قلق,هذه تدابير وقائية جيدة. أفترض أنك دائمًا تبحث في كلا الاتجاهين أيضًا؟,عندما أعبر شارعًا رئيسيًا ، أشعر بالقلق دائمًا من أن تصدمني سيارة. أحاول أن أكون حذرًا وأن أعبر فقط عند ممر المشاة لكنني ما زلت متوترة.,12226
12227,قلق,هناك أشياء أسوأ يجب أن تقلق بشأنها. عمل جيد عليك لأخذ السلامة على محمل الجد!,نعم ، أنظر في كلا الاتجاهين ولا أستخدم هاتفي الخلوي أبدًا في التقاطع. أحيانًا أتمنى لو لم أكن أسقط نبتة قلق.,12227
12228,خائف,واو هذا مقرف. هل تعرف ما إذا كانت ستفعل ذلك في النهاية؟ هل يمكنك الوثوق بها؟,أقرضت صديقي 500 دولار ولم ترد لي أبدًا. قرف. أنا لطيف جدا في بعض الأحيان.,12228
12229,خائف,نعم ، سأفعل ذلك أيضًا. أتمنى أن تستعيد المال!,أعتقد أنها ستفعل. أتمنى أن تفعل ذلك. اشعر بالخيانة.,12229
12230,رعاية,هذا لطف منك! أتمنى لو كان لدي جدة.,أحاول زيارة جدتي في نهاية كل أسبوع. لقد كبرت في السن ولست متأكدًا من الوقت المتبقي لها.,12230
12231,رعاية,لطيف منكم. أنت حقاً أنعم الله على أن يكون لديك عائلة.,إنها سعيدة للغاية عندما أزور. أريدها أن تكون سعيدة طوال الوقت!,12231
12232,رعاية,العلاقات بعيدة المدى ليست سهلة. هذه أخبار رائعة لسماعها. هل لديك مخطط خاص؟,لم أر صديقتي منذ فترة. أخبرتني اليوم أنها قادمة لزيارتي!,12232
12233,رعاية,هذا يبدو مثل الكثير من المرح! أراهن أنكما ستقضيان وقتًا ممتعًا معًا.,نعم ، سيكون لدينا موعد. أفكر في ديزني لاند!,12233
12234,مشمئز,ما هو الجزء الإجمالي في الشطيرة؟,كنت أشعر بالجوع منذ فترة قصيرة حتى فكرت مرة أخرى في ذلك الوقت أنني طلبت شطيرة غواصة وكان لدي أكبر تجربة.,12234
12235,مشمئز,نعم هذا شيء سيء لتجربته. لكن على الأقل كنت قادرًا على استخراج الشعر!,أخذت ثلاث قضمات في الساندويتش وحوالي منتصف الطريق عندما انسحبت من الساندويتش كان هناك شعرة متصلة من فمي يتم سحبها من الطعام. لم أختبر شيئًا كهذا من الوجبات السريعة.,12235
12236,متضايق,هذا ينتن حقا. أراهن أنك ستضع رذاذ حشرة في المرة القادمة!,كنت أقص الأوراق الميتة من نباتات الطماطم وانتهى بي الأمر بالبعوض.,12236
12237,متضايق,حسنًا ، ربما يجب أن تحصل على بعض الخفافيش. إنهم يحبون أكل البعوض!,رذاذ البق لا يفعل أي شيء بالنسبة لي.,12237
12238,المحتوى,أنا أيضا مبارك. ليس لدينا أشياء فاخرة أو الكثير من المال ولكن لدينا بعضنا البعض وصحتنا.,لا يمكنني الشكوى من أي شيء الآن. لدي سقف فوق رأسي بعمل لائق وعائلة رائعة.,12238
12239,المحتوى,أنا أيضا. البعض ليسوا محظوظين مثلنا.,الحياة جيدة لكلينا في ذلك الوقت. أنا ممتن كل يوم لأنني مبارك للغاية.,12239
12240,خائف,يا إلهي! هذا مرعب. هل يمكنك الحصول على قرض من شخص ما لتسديده؟,أنا لا أعرف ما يجب القيام به. لقد لعبت لعبة البوكر مع بعض اللاعبين المهملين والآن أنا مدين لهم بالكثير من المال.,12240
12241,خائف,اتصل بالشرطة! أو تحرك.,لا أعتقد ذلك. لدي ائتمان سيء. كانوا يقودون سياراتهم بالقرب من منزلي في وقت متأخر من الليل ولا أعرف ماذا أفعل.,12241
12242,مشمئز,أنا أحب الخبز الصلب الجيد مثل Pumpernickel. هل تعرف ماذا تعني هذه الكلمة؟,مرحباً ، هل سبق لك أن أكلت شطيرة بخبز قاسي؟,12242
12243,مشمئز,يعني الشيطان ضرطة هاها! رغم ذلك خبز جيد.,لا ماذا يعني ذلك؟,12243
12244,توقع,هل ضرب الخليط أحد أشواط المنزل؟,كنت في لعبة البيسبول جالسًا في الملعب. سمعت فرقعة مدوية من الخليط.,12244
12245,توقع,قف! هذا رائع جدا! خمنت لأنك قلت أن صوت الكراك حدث.,كيف عرفت؟ في الواقع ، تابعت الكرة على طول الطريق بعيني وأمسكت بها عارية. كنت في التلفاز أيضًا!,12245
12246,متخوف,قف هذا متطرف. هل يمكنك أن تقول لهم بعض الصلوات؟,أنا خائف قليلاً. اكتشفت أن جاري عابد للشيطان.,12246
12247,متخوف,نعم نقطة جيدة. ربما تحاول أن تفهم لماذا يؤمنون بالأشياء التي يفعلونها؟,حسنًا ، أنا لست مسيحيًا وبطريقة .. من أنا أن أطرح شخصًا آخر من أجلهم,12247
12248,غيور,لا تقلق بشأن ذلك. يجب أن يكون لديها نوع من الخيال في حياتها. أليس لديك أي وقت مضى؟,صديقتي لديها مدرب يوغا جديد اسمه مارك. إنه في حالة جيدة أشعر ببعض الغرابة حيال ذهابها إلى فصوله الدراسية.,12248
12249,غيور,اعلم جيدًا أنه لا يختلف عن فحص الفتيات الأخريات أيضًا.,حسنًا ، نعم ، مدرستي ماريسا حالمة جدًا. لكن ما زلت ... أرى الطريقة التي تنظر بها إلى مارك.,12249
12250,توقع,هذا مثير للغاية. هل كنت من المعجبين منذ وقت طويل؟,في غضون أسابيع قليلة ، سنذهب أنا وصديقي المفضل لرؤية Ben Folds ولا أطيق الانتظار.,12250
12251,توقع,هذا شيء نتطلع إليه!,نعم ، لقد كنت أنا وصديقي معجبين منذ عام 2004. لقد رأيناه أكثر من عشر مرات ولكننا نذهب في كل مرة يكون فيها في المدينة لأنه لم يقدم نفس العرض مرتين.,12251
12252,متخوف,كيف سار الأمر؟,كان لدي اختبار اليوم وكنت متوترة للغاية بشأنه.,12252
12253,متخوف,مبروك! هذه أخبار رائعة.,كان الأمر جيدًا وسأكون قادرًا الآن على التخرج!,12253
12254,وحيد,هل وضعت أي خطط للذهاب وزيارتهم؟,أنا حقا أفتقد عائلتي. نحن على بعد 800 ميل من بعضنا البعض.,12254
12255,وحيد,ربما ستكون قادرًا على جني بعض المال الإضافي!,أحاول أن أذهب مرة واحدة في السنة لكن المال ضيق الآن.,12255
12256,حنين,أوه ، أنا أحب الهالوين! إنه وقتي المفضل في السنة. لا استطيع الانتظار!,أحب مشاهدة إعلانات الهالوين التجارية قبل أن يضرب شهر أكتوبر ، مما يجعلني أشعر وكأنني طفل مرة أخرى,12256
12257,حنين,ههه كنت آكل حبوب الكونت شوكولا. أنا أعرف بالضبط ما الذي تتحدث عنه!,أنا أيضًا مجرد رؤية الإعلانات التجارية m و ms أو حبوب الهالوين تجعلني أبتسم,12257
12258,خائب الامل,حسنا هل انت أكثر ما فزت به كان مثل 20 بوكس ​​لول,لقد اشتريت تذكرة يانصيب منذ بضعة أيام. شعرت بثقة كبيرة في الفوز بالجائزة الكبرى!,12258
12259,خائب الامل,حسنًا ، أنا واثق من أنك ستفوز يومًا ما في الحياة بشيء عظيم في الحياة أفضل من المال,للأسف لم أفز بأي شيء. لقد سحقت لأن توقعاتي كانت عالية جدًا!,12259
12260,مذعور,هل هناك أي تحذيرات؟ كم تتوقع المطر؟,أنا في انتظار اقتراب هذه العاصفة,12260
12261,مذعور,هذا مخيف جدا. لقد تساقطت أمطار غزيرة هنا وعندما يحدث ذلك غالبًا ما تسقط الأشجار الكبيرة.,أنا لا أشاهد التلفاز. أستطيع أن أسمع صوته سيئًا للغاية على الرغم من أنني أتوقع أنه يمكن أن يتحول إلى إعصار!,12261
12262,الآن,ما هو اسم الهامستر الخاص بك؟,بالأمس توفي الهامستر بلدي. بالكاد كان عمره سنتين :(.,12262
12263,الآن,هل تعلم ماذا حدث لقتله؟,كان اسمه سباركي. وصلت إلى قفصه لألتقطه لأنه لم يكن يتحرك. كان جسده المسكين بارداً. كنت دامعة جدا.,12263
12264,مخلص,أتمنى أن يفعل ذلك أشياء جيدة لك. يقولون إذا كنت تؤمن بشيء كافٍ فإنه يصبح حقيقة.,ذهبت إلى الكنيسة وكل شيء هذا الأسبوع. ربما سأكون مباركا في مسيرتي!,12264
12265,مخلص,لا أستطيع أن أقول أنه نجح معي رغم ذلك. لقد صدقت نفسي حاكمًا للعالم ولكني ما زلت أعيش في هذا الصندوق.,يا أنا مؤمن إذن!,12265
12266,حنين,هل أعاد ذلك الكثير من الذكريات؟ يبدو أنك قمت باكتشاف جيد هناك.,عثرت أمس على وعاء بيركس قديم في المتجر مثل ذلك الذي كانت أمي تستخدمه لصنع طبق التونة.,12266
12267,حنين,هذا سيء جدا. نأمل أن يتم طرحه للبيع في المستقبل أو يمكنك العثور على قسيمة!,فعلت. أتمنى لو لم يكن 40 دولارًا للمجموعة أو كنت سأشتريها.,12267
12268,معد,يبدو ذلك ممتعا. لدي إعصار يقترب الآن وأرغب إذا كنت تعيش بالقرب مني.,لدي مخبأ في الفناء الخلفي يحتوي على أطنان من الطعام في حالة حدوث كارثة طبيعية.,12268
12269,معد,ما هو عنوانك؟,ربما أفعل! لدي ما يكفي من الطعام لمدة عام تقريبًا ، لذا يجب أن أتحرك لبعض الوقت.,12269
12270,مذعور,اوه لا اتمنى ان تكون مستعدا لذلك؟,العاصفة قادمة يمكنني سماعها بأذني!,12270
12271,مذعور,نعم أتمنى ألا تفعل ذلك أيضًا. ربما تجد ملجأ محلي؟,انا لست. لا مأوى العاصفة أو حفظ الطعام. آمل ألا أغسل!,12271
12272,متضايق,آمل ألا يحاول أحد قطعك.,شعرت بالغضب الشديد عندما كنت أقود سيارتي في ذلك اليوم!,12272
12273,متضايق,اللهم لا بد أن يكون قد اشتد. آمل أن تتمكن من رفضها.,تم توقيفي وتم إعطائي مخالفة مسرعة للذهاب 55 في منطقة 50 ميلا في الساعة.,12273
12274,رعاية,أوه هذا فظيع! كم طفلا لديك؟,عندما غادرت زوجتي وضعي أنا وأطفالي كنت سعيدًا جدًا بوجود أصدقائي. أحضروا لي الطعام وجليسة الأطفال من أجلي.,12274
12275,رعاية,هذا رائع. إنه لأمر جيد أن يكون لديك أصدقاء حميمون.,لدي اثنين. كان أصدقائي هناك من أجلي عندما كنت في أمس الحاجة إليهم. أنا ممتن جدا لهم.,12275
12276,مندهش,ماذا كان وكيف شعرت؟,حصلت على هدية خاصة العام الماضي!,12276
12277,مندهش,أنا أحب ألعاب الفيديو من نينتندو إلى ps4 ، التي تمتلكها كلها أنا سعيد من أجلك,لقد كان نظام لعب جديد! لم أكن أعتقد أنني سأحصل عليه ولكن تم تغليفه بكل شيء آخر!,12277
12278,مشمئز,أوه ، واو ، هذا مخيب للآمال!,ذهبت إلى مطعم جديد يوم الجمعة الماضي وسألوا عن الصلصة التي أرغب في طهي طعامي بها وقلت أعطني تنين التوابل معتقدًا أنه سيكون حارًا ، كان حلوًا ولذيذًا ، أكلت قليلاً وتركت الباقي هناك,12278
12279,مشمئز,أنا آسف حقا أن نسمع أن!,لقد كان حقًا أنني لا أحب الطعام الحلو على الإطلاق ، ولا يمكنني حتى تحمل الحلوى,12279
12280,بهيجة,مرحبًا ، هذه خطة جيدة ، آمل أن تتذكر تضمين بعض الأشياء الممتعة لمنزل طويل.,لقد ربحت للتو اليانصيب والآن يمكنني أخيرًا إنهاء مأوى العاصفة! أخيرًا سأكون في مأمن من كل هذه الأعاصير!,12280
12281,بهيجة,آمل أن ينجح الأمر بالنسبة لك لتظل آمنًا.,فكره جيده! سأبدأ في عمل قائمة الآن!,12281
12282,موثوق,هذا جيد! كم هل تخسر؟,لقد فقدت القليل من الوزن مؤخرًا وشعرت الأسبوع الماضي بثقة أكبر في ثوب السباحة.,12282
12283,موثوق,واو هذا رائع! أتمنى لو كان لدي هذا النوع من قوة الإرادة,20 جنيها حتى الآن.,12283
12284,موثوق,من فضلك قل لي ماذا حدث! أتمنى لو فعلت أيضا !!,لقد قضيت أكثر الأوقات روعة تلك الليلة وأنا سعيد جدًا وأشعر أنني على السحابة 9.,12284
12285,موثوق,حسنًا ، أتمنى أن يكون لديكما مجموعة من المرح. لقد كنت مع شريكي لفترة طويلة جدًا وأشعر أنني محظوظ جدًا.,لقد كنت أتحدث مع هذه الفتاة التي قابلتها عبر الإنترنت وخرجنا في موعد رائع. استمتعنا كثيرا. أنا متأكد بنسبة 100٪ أننا سنخرج مرة أخرى قريبًا.,12285
12286,عاطفي,نعم، كانت تلك الأيام.,افتقد عندما كنت طفلا. لم يكن علي أن أفعل أي شيء غير المدرسة واللعب مع أصدقائي.,12286
12287,عاطفي,بالضبط! فقط لو تمكنا من العودة.,الآن علي العمل ودفع الفواتير. المسؤولية مبالغ فيها. سوف آخذ الطفولة في أي يوم!,12287
12288,دمر,هذا ليس جيدًا ، هل أنت بخير؟,كنت أقود سيارتي وتعرضت لحادث سير اليوم ..,12288
12289,دمر,مرحبًا ، أتمنى أن تتمكن oyu من استرداد الأموال من التأمين ولا يفرض عليك المزيد من الأموال.,نعم أنا بخير. ولم يصب أي شخص آخر. لكن سيارتي الجديدة الجميلة ..,12289
12290,الثقة,فهل اكتشفت أنهم كانوا يكذبون؟,التقيت شخصًا في حانة مؤخرًا قال إنه نجم سينمائي. لقد صدقته لأنني لم أكن أعرف أي شيء أفضل.,12290
12291,الثقة,هذا مضحك. ربما حصلت على الاسم بشكل خاطئ أو شيء من هذا القبيل؟,نعم ، بحثت عن الفيلم الذي قال إنه يشارك فيه ولم يكن موجودًا. أخبرني أصدقائي أنني ساذج للغاية. اوه حسنا!,12291
12292,قلق,أنت بحاجة إلى شيء لتمضية الوقت أو ستصاب بالملل. ماذا عن بعض الكتب أو البطاقات؟,لدي مأوى جديد من العواصف والطعام. لكنني لم أحصل على أي شيء ألعب به من أجل العاصفة.,12292
12293,قلق,إذا كان لديك شخص معك بطاقات رائعة. حظا سعيدا في العاصفة القادمة!,نعم هذا عظيم سأضع أفكارك في قائمتي. سأكون أفضل استعدادا للعاصفة القادمة!,12293
12294,حانق,يا له من يوم هاه ؟! هل يمكنك إخباري بما حدث أم أنه لا يزال خامًا جدًا؟,لقد عدت للتو إلى المنزل من العمل ولا يمكنني حتى أن أبدأ في إخبارك بمدى جنوني الآن!,12294
