,Context,Response,Text,ID
31145,الآن,أتمنى ألا تكون لعبة الأشواك ؟؟,تم إلغاء برنامجي التلفزيوني المفضل! أنا بالفعل أكره الفكرة إذا:,31145
31146,الآن,أنا بحاجة للبحث عنه لم أسمع به من قبل.,"لا .. هههههه برنامج غامض يسمى ""ماذا في الكلمة"" مسرحية كوميدية بريطانية ملتوية",31146
31147,فخور,هذا كلب مدرب جيدًا كيف جعلته يستجيب هكذا؟,عندما أخذ المقود من كلبي واستجاب لجميع أوامري ويلتصق بي في كل مكان نذهب إليه. إنه ولد جيد!,31147
31148,فخور,كلبي هو الأسوأ دائما يبكي وهو صغير جدا. لكني أتمنى لو كان مثل كلبك.,لقد كان دائمًا حسن التصرف وتعلم الأشياء بسهولة,31148
31149,وحيد,اه يا هذا يبدو سيئا. هل هي زوجتك,وجدت شخصًا آخر,31149
31150,وحيد,هل تعرف من هو؟,رقم صديقتي,31150
31151,حنين,تلك ذكريات جيدة دائما,كنت ألعب لعبة مؤخرًا وذكرتني بطفولتي.,31151
31152,حنين,أنا موافق. لا أحد يستطيع أن يأخذ هؤلاء منا,في الواقع يمكنني دائمًا الاحتفاظ بذكريات قديمة مثل تلك.,31152
31153,فرح,أوه ، هذا يبدو لطيفًا. أنت رائع للقيام بذلك وأنا متأكد من أنك لا تستطيع الانتظار للوصول إلى هناك!,انتقل أخي إلى ولاية أخرى للعمل منذ 6 أشهر وكان مريضًا في المنزل. سأقوم بزيارة مفاجئة مع حزمة رعاية ضخمة بأشياء من المنزل يفتقدها,31153
31154,فرح,آمل أن كل شيء على ما يرام بالنسبة لك!,لا استطيع الانتظار. أنا آخذ أمي معي أيضًا. سيحبه أنا متأكد,31154
31155,مذعور,ما نوعها هي على قيد الحياة,تحطم طائر في نافذتي اليوم.,31155
31156,مذعور,سيء للغاية هل النافذة مكسورة الآن؟,أعتقد بلوجاي. لا ، مات بسبب الصدمة لسوء الحظ.,31156
31157,مشمئز,هل رميتها في سيارته؟,كنت أقود السيارة ورأيت هذا الرجل يلقي القمامة على جانب الطريق السريع.,31157
31158,مشمئز,لسوء الحظ ، يوجد أشخاص مثل هؤلاء في هذا العالم ولكن ربما يمكنهم التغيير يومًا ما.,ناه ، كنت آمل أن يتمكن ضابط شرطة من التعامل مع مدى خطورة القيام بشيء من هذا القبيل.,31158
31159,مندهش,هل كنت سعيدا برؤيته بعد هذا الوقت الطويل؟,انتقل أخي من الولاية منذ 6 أشهر للعمل وظهر عشوائياً أمس في منزل والدتي دون سابق إنذار في زيارة!,31159
31160,مندهش,إن رؤية الأشخاص الذين تحبهم في الحياة الواقعية تشعر دائمًا مختلفًا ، ويسعدني أنك كنت سعيدًا!,كنا جميعا سعداء جدا. حتى لو كنت أتحدث إليه كل يوم ، كان من الرائع رؤيته,31160
31161,المحتوى,نعم ، أعتقد أن الأشخاص الذين يعملون في هذه الوظائف يجب أن يدعوا المرضى عندما لا يكونون في حالة مزاجية.,أنا حقًا أحب تقديم خدمة عملاء جيدة وتلقيها. إنه شيء يتعلق بخدمة العملاء الممتازة الذي يصنع اختلافًا في يومك حقًا.,31161
31162,المحتوى,نفس الشيء هنا CS لا يقل أهمية عن المنتجات التي نشتريها.,أنت بالتأكيد حصلت على نقطة هناك. أعلم أننا جميعًا نمر بأيامنا السيئة ، لكن هذا لا يمنحك الحق في التخلص من شخص يحاول رعاية عملك. لديّ شركاتي المفضلة التي أشتري منها فقط للتأكد من أنني أغادر مع تجربة سعيدة في كل مرة وماذا عنك؟,31162
31163,متخوف,هل انتهى بك الأمر بقراءة أي مراجعات عليه أولاً؟,سأشاهد فيلمًا في نهاية هذا الأسبوع ولكني لست متأكدًا مما إذا كنت سأحبه.,31163
31164,متخوف,حسنًا ، يجب أن تأخذ قفزة من الإيمان وتذهب بعقل متفتح.,لم أفعل لأنني كنت خائفًا من بعض المفسدين. سأذهب إلى داخلها أعمى على ما أعتقد.,31164
31165,مذنب,هل عدت؟,ذهبت إلى المتجر اليوم وعندما عدت إلى سيارتي أدركت أنني لم أدفع مقابل 2 عبوة 12 عبوة من الصودا,31165
31166,مذنب,كان هذا لطيفًا جدًا منه.,نعم فعلت. شعرت بالسوء. كان الطفل يبكي ويضطرب أثناء تفريغ العربة لذا أغفلتها. أخبرني المدير أن احتفظ بها لأنني كنت صادقًا,31166
31167,مندهش,عظيم لأي متجر؟,أعطاني أفضل صديق لي هدية بشكل غير متوقع في ذلك اليوم. كنت أقدر جدا لفتتهم.,31167
31168,مندهش,من النادر في هذه الأيام أن يقدم الناس هدايا أو أي شيء.,لقد صنعت الهدية بالفعل بنفسها. أنا حقا أحب ذلك كثيرا.,31168
31169,خائب الامل,لماذا لم تفعل؟,لم أتمكن من الخروج مع أصدقائي الليلة الماضية,31169
31170,خائب الامل,هل غضبوا منك؟,كنت مشغولاً للغاية لذا اضطررت للبقاء في المنزل بدلاً من ذلك,31170
31171,غيور,هل صدمت أنه حدث بهذه السرعة؟,انفصلنا وتزوجت الآن,31171
31172,غيور,من الأفضل منعها بكل الطرق حتى لا تسمع عن حياتها,كنت مليئا بالدهشة,31172
31173,خائف,ماذا حدث؟ هل لديك نتائج اختبار معلقة؟,أتوقع مكالمة من الطبيب في أي يوم الآن. أنا متوتر للغاية حيال ذلك.,31173
31174,خائف,حسنًا ، ما يجب عليك فعله أولاً هو أن تكون مع عائلتك وأولئك الذين يهتمون بك.,نعم ويمكن أن تكون خطيرة. لا أعرف ماذا سأفعل إذا ساءت الأمور.,31174
31175,معد,رائع أين ذهبت؟,ذهبت في حقائب الظهر قبل أسبوع,31175
31176,معد,هذا درب حيث يمكنك المشي لأشهر؟,لقد قمت بقليل من مسار أبالاتشي. لحسن الحظ ، كنت قد أعددت أكثر من اللازم لأن المصباح الخاص بي قد تعطل وكان سيكون الأمر صعبًا إذا لم يكن لدي احتياطي,31176
31177,ممتن,أنا أحب العودة إلى المنزل أيضًا.,كنت سعيدًا جدًا بالعودة إلى المنزل في ذلك اليوم.,31177
31178,ممتن,أنا فقط أحب الاسترخاء هنا. الشيء المفضل لدي هو عدم وجود جيران!,ما هو الشيء المفضل لديك في منزلك؟,31178
31179,معد,حقا؟ ماذا كان ذلك؟,لقد حصلت على شهادتي المهنية,31179
31180,معد,هذا يبدو مثيرا للاهتمام!,الأمن الإلكتروني,31180
31181,خائف,هل هذه هي المرة الأولى؟ أعلم أن هذا شيء قد أفكر فيه حتى. خوفي من المرتفعات سيجعلني بلا حياة تمامًا. إذن ، هل تمارس رياضة القفز المظلي الحقيقي أم في أحد أماكن القفز بالمظلات الداخلية هذه؟,سأذهب للقفز بالمظلات في غضون أيام قليلة,31181
31182,خائف,حسنًا ، أنا أعمل في طريقي لأخذ رحلة عبر المحيطات ربما واحدة حيث كنت في طائرة في السماء لأكثر من 8 ساعات. خارج ذلك سأعطيكم أنك شجاع حقًا.,إنها الصفقة الحقيقية! مرتبطة بشخص آخر. هذه هي المرة الأولى لي وصدقني أنني خائفة من عقلي ... لكن لديك حياة واحدة فقط لتجربة أشياء جديدة بافتراض أنك لا تذهل: D,31182
31183,متضايق,إذا كان ابنك صغيرًا جدًا وأعطيته بدلًا ، اربطه بذلك!,أحاول بشدة أن أجد طريقة إبداعية لجعل ابني يتذكر إخراج القمامة. أنا أتساءل ما إذا كان مجرد رجل شيء يتعلق بالجيل لأنني أتذكر سماع جدتي ووالدتي وهم يهتمون بهذا الأمر. حان دوري الآن وقد انتهيت منه.,31183
31184,متضايق,هاها للأسف لا. ما زلت أتوقف عن القيام بذلك في شقتي في 26. ما لم يكن صغيرًا جدًا ، لا أعتقد أن هذه طريقة جيدة حقًا ما لم تكن رائحتها,حسنًا ، يبلغ من العمر 20 عامًا تقريبًا الآن ، وأعتقد أنه مع تقدمه في السن سيصبح تلقائيًا. لا أريد أن تصاب زوجته المحتملة بالإحباط بسبب ما يجب أن يكون تلقائيًا.,31184
31185,مشمئز,ما الذي جعلك تشعر؟ لقول,هل يمكنك أن تتخيل كيف جعلني ذلك أشعر,31185
31186,مشمئز,رائع!! هذا يبدو مروعا! لا أستطيع أن أصدق أنها حاولت حتى الحصول على رقمك! هل اعطيتها لها هههه,كنت أقف بجانب فتاة في الحافلة العامة وطردت الغاز ورائحته سيئة للغاية لدرجة أن الشخص الموجود على الجانب الآخر من وجهها تقيأ بعد 5 دقائق كان لديه الشجاعة لمحاولة مغازلة وحاول الحصول على رقم هاتفي.,31186
31187,مذعور,يا رجل ما حدث بعد ذلك كنت سأبحث عن مكان للاختباء,انتقلت إلى شقة جديدة أمس. وبينما كنت أظن الليلة الماضية أن شخصًا ما كان يقتحم ... سمعت الكثير من الضوضاء على نافذتي,31187
31188,مذعور,أراهن أن هذا كان مريحًا ومضحكًا جدًا عندما تنظر إليه مرة أخرى.,رأيت ظلًا وشعرت بعدم الارتياح ثم رأيت آذانًا .. تبين أنها كانت قطة. كان المستأجر القديم يطعم ضالًا حتى يأتي في الليل وهذا ما ينبهه أنه يريد الطعام.,31188
31189,ممتن,يبدو أن عملك يسير على ما يرام.,كان مديري يمنحني ساعات أريدها حقًا مؤخرًا.,31189
31190,ممتن,أراهن أنك تشعر بالاحترام والترحيب هناك.,هم بالتأكيد يحبونني هناك.,31190
31191,غيور,هذا رائع لأختك لكن لا بد أنك شعرت بالإهمال.,لذلك عندما كنت أصغر سنًا ، عاشت عمتي في كاليفورنيا. كنا نعيش على الساحل الشرقي. دعت عمتي أختي لرؤيتها.,31191
31192,غيور,هل دعتك سنة أخرى؟,بالضبط. على الرغم من أنني كنت أصغر سناً بقليل ، إلا أنني لم أتمكن من الذهاب أيضًا.,31192
31193,غيور,هل استمتعت عندما ذهبت؟,نعم ولكن بعد عدة سنوات.,31193
31194,غيور,أعتقد أن تعلم تقدير الإيجابيات والتغلب على السلبيات الماضية هو جزء من الحياة :),بالتأكيد كان الأمر ممتعًا لكنني أردت حقًا الذهاب في ذلك الوقت السابق.,31194
31195,معد,ما هي الآلة التي يعزفون عليها؟,كانت كونرت أطفالي تعمل ، لذا اشتريت كتيب مسرحية قبل ذهابي إلى العرض,31195
31196,معد,اه هذا عظيم! يجب أن تكون فخورة جدا.,كانت في مسرحية هاميلتون لمدرستها الإعدادية,31196
31197,فرح,هل لديك كل ما تبذلونه من المعدات جاهزة للذهاب؟,لا أطيق الانتظار للذهاب للتخييم مع أصدقائي!,31197
31198,فرح,هذا يبدو ممتعًا ولكنه خطير في نفس الوقت أليس كذلك؟,أفعل. نحن نحمل حقائب الظهر في الغابة.,31198
31199,ممتن,أوه لا! لابد أنك كنت محبطًا جدًا.,بالأمس غادرت المكتب فقط لأجد أن إطار سيارتي مثقوب في موقف السيارات.,31199
31200,ممتن,من الرائع أن يكون لديك شخص ما لمساعدتك.,انا كنت! لحسن الحظ ، ساعدني زميل في العمل في تغيير الإطار. لا أعرف ماذا كنت سأفعل بدونه!,31200
31201,توقع,آه أجل؟ هل انت متحمس؟,لذلك لدي إجازة قادمة في غضون بضعة أشهر.,31201
31202,توقع,هذا جيد. أتمنى أن تقضي وقتًا رائعًا.,الى حد كبير. لقد كنت أخطط لها منذ شهور.,31202
31203,متفائل,أوه لا أراهن أن هذا محبط. هل استخدمته من قبل؟,أنا جالس بجانب الباب في انتظار السباك ليحضر. هو متأخر.,31203
31204,متفائل,لا أستطيع تحمل الأنابيب المزعجة. آمل أن يكون قادرًا على إصلاحها لك.,كان هنا قبل يومين. آمل أن يتمكن من إصلاح الضوضاء في الأنابيب الخاصة بي اليوم!,31204
31205,دمر,تلك هي المشكلة. آسف لسماع ذلك ولكني متأكد من أنه يمكنك إعادة الجدولة بشكل صحيح؟,لقد خططت لرحلة للذهاب إلى هاواي ولكن بسبب ثوران البركان اضطررت إلى الإلغاء.,31205
31206,دمر,سأكون كذلك إذا كنت في حذائك. سأصاب بخيبة أمل كبيرة أيضا.,حسنًا ، سيكون من الصعب إعادة الجدولة في العمل. لدينا نوافذ عطلة محدودة فقط. أنا مستاء للغاية لن أذهب.,31206
31207,فخور,رائع أنا أحب المعكرونة.,كنت أتناول الغداء مع العائلة في ذلك اليوم عندما طلبت أمي معكرونة برائحتها وتبدو رائعة.,31207
31208,فخور,ماذا لديك؟,أنا أحبها أيضًا ولكني فوجئت بها لأنها جعلتني أرغب في تغيير طلبي.,31208
31209,قلق,لول الذي يبدو جامحًا ، هل راسلتهم شيئًا مناسبًا؟,لقد شربت الليلة الماضية وأرسلت رسالة نصية إلى مديري.,31209
31210,قلق,آمل أن يتقبل النقد البناء ، أعتقد أن المزيد من الناس يجب أن يكونوا منفتحين على ذلك.,أوه لا أخبرته ما هو الخطأ في أسلوب إدارته.,31210
31211,ممتن,هذا هو الأسوأ! ما الذي فعلته؟,أغلقت مفاتيحي في السيارة ولم يكن لديّ مفتاح إضافي.,31211
31212,ممتن,وفر عليك المال من الاضطرار إلى استدعاء قفل البوب.,لحسن الحظ ، كان هناك ضابط شرطة بالقرب مني وساعدني في فتحه وكنت سعيدًا جدًا.,31212
31213,وحيد,اووو كيف حلو. هل هو طفلك الوحيد؟ يصبح الأمر أسهل ....,بدأ ابني الصغير Kindegarten اليوم وأشعر بالفعل بالوحدة.,31213
31214,وحيد,شعرت بنفس الشعور عندما بدأ ابني الصغير المدرسة. يكبرون بسرعة.,لا لدي 3 وهو ابني الأصغر.,31214
31215,متضايق,أنا فقط لا أستطيع أن أفهم لماذا لا يقوم الناس بعملهم بشكل صحيح اضطررت إلى قطع استراحة الغداء من أجل القيام بالمزيد من العمل,مديري يضيع وقتي في أشياء لا تتعلق بالعمل. لا أستطيع إحراز تقدم في عملي.,31215
31216,متضايق,هذا محزن للغاية لدرجة أنهم لا يبدو أنهم يفهمون العمال.,أواجه نفس المشكلة. ثم يطلب مني مديري احترام المواعيد النهائية.,31216
31217,مذنب,هذا لطيف منك. ما هي البطاقة؟,كنت أساعد أختي في البحث عن بطاقتها على الرغم من علمي أنها لن تجدها,31217
31218,مذنب,لماذا فعلت ذلك؟,لقد اقترضتها من بطاقتها الائتمانية دون أن أخبرها,31218
31219,مذعور,أوه ، هذا يبدو مؤسفًا. ألا توجد طريقة لنطلب من الجار أن يأخذ الأمر بسهولة؟,دهس ابني قطة جارتي في حادث في ذلك اليوم. يبلغ من العمر 16 عامًا فقط يتعلم القيادة. أعتقد أن جاري سيحاول الإيذاء الجسدي معه. لست متأكدا ما يجب القيام به,31219
31220,مذعور,هذا يبدو مريع. أكره أن أسمع الأمهات العازبات يتعاملن مع مشاكل إضافية مثل هذه. إذا كان هناك أي شيء ، فإنني أنصح ابنك بالحذر والدفاع عن نفسه.,نعتقد أنه قد يكون لديه نوع من المرض العقلي. إنه لا يريد حقًا الاستماع إلى العقل. أنا أم عزباء لا أستطيع التدخل جسديًا في هذا الموقف بأفضل النتائج. ليس لدي أي عائلة يمكنني الاتصال بها ليأتوا بها أيضًا. لا يمكن بالضبط استدعاء الشرطة لشيء لم يحدث بعد. لا أعرف ما ر تفعل!,31220
31221,حنين,جيد عليها. أراهن أنها كانت تعرف بالضبط كيف ستشعر أنت أيضًا. الأشياء التي يفعلها الناس بأنفسهم دائمًا ما يكون لها نتيجة أفضل.,صنعت أمي كعكة الشوكولاتة في اليوم الآخر وذكّرتني بتلك التي تناولتها في حفل عيد ميلادي الثامن.,31221
31222,حنين,حان الآن دورك! فاجئها بشيء سيذكرها بشيء مميز أيضًا. يكره الناس سماعها ولكن والدينا معنا فقط لفترة طويلة وعندما يرحلون نشعر بالكثير من الأسف. استخدم ذلك كمحفز,أوافق على أنه أعادني حقًا.,31222
31223,حانق,أعلم أن هذا الشعور محبط للغاية! هل تعتقد أن هناك فرصة لتغيير الشخص؟,حقا تعبت من استمرار الشخص في حياتي في تكرار نفس الأخطاء.,31223
31224,حانق,أنا آسف! ربما يمكنك محاولة إبعاد نفسك عن هذا الشخص الذي عليك حماية نفسك أولاً.,ليس لدي أي فكرة .. لكنهم تصرفوا كما لو كانوا في الماضي ولم يعلقوا به أبدًا! لا أعرف كم يمكنني تحمل المزيد من هذا.,31224
31225,حانق,يا إلهي .. لقد فعلوا ذلك بي أيضا! ولدينا ماء سام! هل سيقومون بإصلاحه؟,لقد تم تحميل فاتورة المياه الخاصة بي بشكل زائد عن الحد بنسبة 200٪ خلال فترة كانت ميزانيتي محدودة للغاية.,31225
31226,حانق,أوه .. جزء الهاتف هو الأسوأ! ويتم نقله وإعادة سرد القصة! أنا سعيد لأنهم عكسوها رغم ذلك! معظم الشركات لا تفعل ذلك!,نعم ، لقد اعترفوا بأنها كانت مشكلة من جانبهم وألغوا التهمة. كان علي أن أضيع حرفيًا ساعات على الهاتف معهم!,31226
31227,حانق,انا اسف لسماع ذلك. هل لديك خطة لتغيير الأشياء؟,لقد سئمت حقًا من المرور بنفس الشيء مع شخص في حياتي.,31227
31228,حانق,هذا فظيع ولكنه جيد بالنسبة لك لأن لديك خطة. ستجتازها سعادتك هي أهم شيء!,نعم لدي. لقد تم طردهم .. وعليهم أن يتغيروا حتى يحصلوا على لحظة مني .. ومع ذلك ... سمحت لهم بالعودة لثانية وفعلوا نفس الهراء مرة أخرى ... يكذبون علي.,31228
31229,مندهش,أوه هذا لطيف! لماذا عادوا؟,لقد كنت متحمسًا حقًا لرؤية زميل عمل سابق لي عاد إلى المدينة كما كان يعمل معي مرة أخرى.,31229
31230,مندهش,أوه رائع! أنا متأكد من أنهم سعداء بالعودة إلى المنزل.,نعم! لقد رحلوا بعيدًا لرعاية قريب مريض لكن القريب كان في حالة أفضل بكثير وقد فاتهم التواجد هنا لذا عادوا.,31230
31231,الآن,يحدث هذا أحيانًا ولكني متأكد من أنك ستكوّن الكثير من الأصدقاء الجدد في وظيفتك الجديدة.,لقد غيرت مؤخرًا وظيفتي للحصول على فرصة أفضل بأجر أكبر. أنا سعيد جدًا بالوظيفة الجديدة ولكني شعرت بالضيق لترك زملائي السابقين ورائي. لقد قضينا وقتًا ممتعًا وأحببت هؤلاء الأطفال.,31231
31232,الآن,هذا جيد ربما لا يزال بإمكانك التسكع معهم خارج العمل.,أوه نعم ، لقد كان جيدًا حتى الآن. بالإضافة إلى أن لدينا وسائل التواصل الاجتماعي للبقاء على اتصال.,31232
31233,دمر,هل يمكن إصلاحه على الإطلاق؟,قفزت قطتي على الوشاح ودمرت إناء أمي القديم. أنا في حالة ذهول لأن هذه المزهرية عمرها أكثر من 50 عامًا.,31233
31234,دمر,يؤسفني سماع ذلك ولكن لحسن الحظ لم يصب أحد بأذى.,تحطمت إلى أجزاء كثيرة. لقد كان في العائلة لفترة طويلة.,31234
31235,فرح,كم أنت متحمس؟ لم أكن أعرف أنهم ما زالوا يصنعون هؤلاء.,"""صدر يوم الإثنين توسعة World of Warcraft الجديدة.",31235
31236,فرح,هذا رائع. في الوقت المناسب لعطلة نهاية الأسبوع. لا تنسى الاستيقاظ والتمدد بين الحين والآخر.,كنت متحمسًا للغاية لأنني كنت أنتظر شهورًا بترقب!,31236
31237,مندهش,قف هذا رائع. لا يمكنني أبدا أن أكون في هذا العرض.,تم اختياري لأكون المتسابق التالي في برنامج الواقع الناجي,31237
31238,مندهش,لا استطيع الانتظار للمشاهدة. يجب أن تكون متحمسًا إلى أبعد الحدود.,لقد كنت أحاول لسنوات!,31238
31239,خائب الامل,فقط استمر في المحاولة وستحصل في النهاية على شيء ما,ذهبت إلى ما كنت أعتقد أنه مقابلة عمل رائعة. اتصلوا اليوم ليخبروني أنني لم أحصل على الوظيفة. أنا منزعج قليلا.,31239
31240,خائب الامل,لا تعرف أبدًا حتى تحاول!,نعم أعتقد ذلك. سيكون من الصعب العثور على واحد مثل هذا بالرغم من ذلك.,31240
31241,غيور,أوه حقا؟ أي نوع من الفتيات؟,كان صديقي يتحدث إلى الكثير من الفتيات مؤخرًا.,31241
31242,غيور,ربما حتى قليلا من الغيرة؟ أنا لا ألومك.,الفتيات التي يعمل معها. بدأت أشعر بالغضب الشديد حيال ذلك.,31242
31243,مذعور,أوه لا! ياله من محبط! ما الذي فعلته؟,استيقظت ووجدت وحدة التكييف الخاصة بي محطمة وكان الماء يقطر من السقف.,31243
31244,مذعور,ما سبب ذلك؟,يُدعى سيد الأرض ... أن وحدة التكييف تلك تم وضعها قبل شهرين.,31244
31245,فرح,واو تهانينا! هل وفرت وقتا طويلا لذلك؟ ما نوع هذه السيارة؟,لقد حصلت للتو على أول سيارتي الجديدة!,31245
31246,فرح,أنا أحب ذلك الرجل النموذجي وأنا أشعر بالغيرة. أراهن أنه كان من المؤلم أن تضطر إلى الحفظ ومقاومة الإغراء ولكن واو الأمر يستحق كل هذا العناء الآن ، هاه؟,أشعر وكأنني أنقذت إلى الأبد إنه كاماري.,31246
31247,فرح,ستحب هذا الشيء لفترة طويلة تهانينا بجدية!,إنه يستحق ذلك تمامًا. إنها أول سيارة أمتلكها ولم يتم استخدامها.,31247
31248,غيور,جيد له. إذن أين ذهب؟ سأقوم بتخمين. هل هي ميامي؟,نشر صديقي مؤخرًا على Facebook عن إجازة مترفة يقضيها.,31248
31249,غيور,حسنًا ، إذا كان لدي ما يكفي من المال ، فسوف أسافر حول العالم كله. لكن لسوء الحظ يجب أن أكون في العمل حتى خلال فصل الصيف,لقد كان في منطقة البحر الكاريبي ، وأتمنى أن أجني ما يكفي من المال للسفر,31249
31250,المحتوى,هذا رائع ، هل لديك أي دروس أخرى هذا الصيف؟,بصفتي فصلًا صيفيًا ، نجحت في اجتياز صفي الجبر الخطي. أنا سعيد جدًا وراضٍ عن نتائجي حتى الآن,31250
31251,المحتوى,أنا معجب جدا!,لا. لقد أخذت هذا الفصل فقط كما توقعت أن الأمر سيستغرق الكثير من وقتي لكوني فصلًا متقدمًا,31251
31252,دمر,ذلك فظيع! هل تغير نظامها الغذائي؟,تعرضت أختي لنوبة قلبية مؤخرًا. لم أتوقع ذلك لأن هذه هي الأولى لها.,31252
31253,دمر,عمتي لديها هذا وإذا تخلصت من جميع الدهون المشبعة فإنها تنظف الشرايين حقًا.,نعم ، قال طبيبها إنه ليس لديها خيار وأنهم يتابعون لمعرفة العوامل الأخرى التي ساعدت في حدوث ذلك.,31253
31254,خجلان,هل كنت في حالة سكر أم متعب؟,شعرت بالسوء عندما لم أخرج القمامة الليلة الماضية!,31254
31255,خجلان,هذا أمر مؤسف ونأمل أن يطوروا أو يسمحوا لك بالوصول إلى بعض الأدوية التي يمكن أن تساعدك في إدارة هذا الألم. لا سيما النظر في مدى تكرار ذلك.,أنا لا أشرب لول. كنت منهكة جدا. لدي فيبرو لذلك كل حركة يمكن أن تؤذي. أنا فقط لا أهتم وأهتم دائمًا .. ولكن كنت أشعر بألم شديد! كان يجب أن أفعل ذلك على أي حال,31255
31256,موثوق,أنت محظوظ جدًا ويجب أن تكون متحمسًا حقًا!,أبدأ عمل جديد غدا. أشعر بالرضا حقًا حيال ذلك.,31256
31257,موثوق,أتمنى لك كل التوفيق والنجاح. أتمنى أن تكون أفضل مليون مرة من وظيفتك القديمة.,لا استطيع الانتظار. كرهت عملي القديم كثيرا لا شيء يمكن أن يكون أسوأ من الإدارة في ذلك المكان القديم.,31257
31258,موثوق,مبروك! هذا يبدو وكأنه الكثير من المرح. هل لديك دراجة بالفعل؟,سأحصل على دراجة نارية غدًا منذ أن انتهيت للتو من فصل دراسي للدراجات النارية! أشعر بالرضا حقًا عن الوصول إلى الطريق!,31258
31259,موثوق,هذا رائع. آمل أن يكون الطقس جيدًا لرحلتك الأولى.,لقد اشتريته للتو واستلمته غدا! أخيرًا أشعر بالراحة الكافية لمهاراتي للقيادة على الطرق!,31259
31260,خائف,أوه! هل كنت خائفا حقا؟,قبل أسبوعين ، كنا تحت تحذير من إعصار في الحي الذي أقيم فيه. أنا أكره تلك العواصف!,31260
31261,خائف,أنا سعيد لأنكم جميعا بخير! كنت سأشعر بالرعب أيضا!,مذعور. لقد جعلت عائلتي بأكملها تبقى في القبو حتى انتهى الأمر.,31261
31262,الآن,من كان في عائلتك؟,كانت في العائلة لمدة 18 عامًا,31262
31263,بهيجة,نعم ، كان الجو حارًا جدًا لفترة طويلة جدًا,إن رؤية كلاب أمي حديثي الولادة تنمو كل يوم أمر ثمين للغاية!,31263
31264,بهيجة,أعتذر لأنني اعتقدت أننا كنا نناقش الشتاء قريبًا,آسف؟ ما علاقة ذلك بكلبي أمي؟,31264
31265,بهيجة,من أين لك المال مقابل ذلك؟,محادثاتك لا معنى لها. يرجى البقاء في الموضوع.,31265
31266,ممتن,الأصدقاء الطيبون لا قيمة لهم.,"""إنني أقدر بشدة مدى الترابط الوثيق بيني وأصدقائي كمجموعة.",31266
31267,ممتن,أعرف ما تشعر به ... يتزوج الناس أيضًا وينجبون أطفالًا.,الجزء الأكثر سوءًا هو أنه كلما تقدمت في السن ، تميل إلى أن تكون المسافة أكبر بينك وبين أصدقائك لمجرد وجود الكلية ومواقع العمل. أحاول التواصل من خلال الرسائل النصية أو المكالمات بقدر ما أستطيع,31267
31268,خائب الامل,هل كان تسربًا بطيئًا أم كان شيئًا آخر؟,استيقظت هذا الصباح ووجدت شاحنتي مثقوبة في الإطارات.,31268
31269,خائب الامل,طالما لديك طريقة سهلة لملئه.,لست متأكدًا من أنني بثته للتو ، ثم اضطررت إلى الطيران للعمل. لدي ضاغط صغير. سوف أتعامل معها لاحقًا.,31269
31270,مندهش,هذه أخبار رائعة! أجد أن معظم الناس أناس طيبون وصادقون. إنها القلة الفاسدة التي تجعلنا ننسى ذلك.,لقد فقدت محفظتي في ذلك اليوم. كنت مستاء جدا. لم أكن أتوقع حتى العثور عليه ، لكنني تلقيت مكالمة هذا الصباح وأخبرني رجل عجوز أنه وجده ويريد إعادته إلي! تمت استعادة إيماني بالإنسانية,31270
31271,مندهش,هذا لطف منك. كما قلت ، معظم الناس لطفاء للغاية. لديك الآن على الأقل راحة البال.,هذا صحيح! سألتقي بهذا الرجل اليوم بعد العمل وسأعطيه بالتأكيد هدية صغيرة,31271
31272,مندهش,واو هل رأيت الطبيب؟,لم أنم منذ 3 أيام حتى الآن لا أشعر بالتعب.,31272
31273,مندهش,هو جيد.,لا سأجبر نفسي على النوم قريباً.,31273
31274,معد,هل تتوقع أن تكون إيجابية؟,أنا أستعد لمراجعة عملي في منتصف العام.,31274
31275,معد,إذا كانت مراجعتك جيدة ، فهل يمكنك الحصول على مكافأة؟,أتمنى ذلك. لقد عملت بجد للحصول على تقييم إيجابي للغاية.,31275
31276,المحتوى,هذا جيد هل ستأخذ قيلولة؟,أنا مرتاح جدا الآن. ابنتي نائمة وابني في المدرسة.,31276
31277,المحتوى,ماذا تفعل للاسترخاء؟,لا ، أنا لا أحب أخذ قيلولة.,31277
31278,موثوق,هذا جيد. هل تحصل على مكافأة؟,أعلم أنني سأفي بحصة المبيعات الخاصة بي هذا الشهر.,31278
31279,موثوق,هذا جيد. ماذا تبيع؟,نعم أحصل على عمولة.,31279
31280,موثوق,يجب أن يكون هذا مريحًا للحصول على فصل دراسي آخر خلفك. من الصعب انتظار الحصول على درجاتك رغم أنني متأكد.,لقد أنهيت للتو فصل دراسي في الكلية. لا أطيق الانتظار للحصول على درجاتي.,31280
31281,موثوق,أطيب التمنيات لك في الدورات القادمة. لدي شعور بأنك ستكون ناجحًا جدًا.,إنه يريح. أعلم أن درجاتي ستكون جيدة.,31281
31282,الثقة,حسنًا ، من الجيد أن يكون لديك صديق قريب جدًا منك لدرجة أنك تشعر بالراحة في مشاركته معهم.,أنا أمر بالكثير الآن. عادةً لا أحب الحديث عن ذلك ، لكنني شعرت أنني بحاجة حقًا للتحدث عنه. بالأمس اتصل بي صديقي وبدأت أتحدث عن كل شيء. شعرت جيدة,31282
