,Context,Response,Text,ID
22226,ممتن,نعم هندسة ميكانيكية.,أوه بالتأكيد هل ذهبت إلى المدرسة أيضًا؟,22226
22227,ممتن,الرياضيات والعلوم هي مجموعتي القوية.,هذا مذهل لم أكن أبدًا جيدًا في الرياضيات.,22227
22228,حانق,ماذا لديك هناك؟,شخص ما سرق ما لدي من الثلاجة في غرفة الاستراحة!,22228
22229,حانق,انا احب الخضار هل تعرف من فعلها؟,بعض الدجاج المشوي والخضروات التي صنعتها الليلة الماضية.,22229
22230,حانق,هذا يعني أنه من الأفضل لهم إعادتها إليك.,لا دليل. شخص ما هذا أحمق.,22230
22231,حانق,ما زلت أحتقرهم على أفعالهم.,لا أريد إعادتها إذا أكلوها.,22231
22232,ممتن,ما هي عطلتك المفضلة؟,أنا سعيد للغاية أنه أخيرًا في أغسطس! لم يهدأ الجو بعد ولكن جميع عطلاتي المفضلة تأتي قريبًا وأنا أتطلع حقًا إلى الطقس الأكثر برودة.,22232
22233,ممتن,أنا أحب تلك الفطيرة !!! إنه لذيذ! عطلتي المفضلة هي عيد الميلاد.,أنا حقا أحب عيد الشكر. إنها المرة الوحيدة في السنة التي سأصنع فيها فطيرة بطاطا حلوة اليقطين وهي مجرد عطلة مريحة حقًا. ماذا عنك؟,22233
22234,متفائل,هذا طيب! أعتقد أن الكثير من كبار السن متشائمون بشأن المستقبل لكنني نشأت على التكنولوجيا وأنا متحمس لرؤية الأشياء الجديدة التي ستظهر.,عندما أفكر في المستقبل فأنا إيجابي للغاية.,22234
22235,متفائل,أعتقد أننا بحاجة إلى المزيد من الأشخاص مثلك في المجتمع.,متفق! أنا فقط متحمس لما قد يحمله الغد. المستقبل مشرق!,22235
22236,معد,انه عبقري. أنت لا تريد أن تنسى أي شيء. هل تخطط لرحلة قريبا؟,أحاول دائمًا أن أكون مستعدًا قبل رحلة كبيرة.,22236
22237,معد,ما هو حق الراحة؟ إلى أين تذهب؟,نعم وأعتقد أنني مستعد.,22237
22238,حنين,لقد فعلت ذلك أيضًا. تخرج من المدرسة الثانوية عام 85,أحب أن أتذكر طفولتي. لقد نشأت خلال الثمانينيات.,22238
22239,حنين,حسنًا ، هذا مختلف إذن.,تخرجت في عام 2000 ولكن كل الألعاب وألعاب الفيديو التي أتذكرها باعتزاز هي من الثمانينيات.,22239
22240,بهيجة,يمكن أن تكون التوقفات في الحفرة ممتعة. كيف فعلت على الخدش؟,اضطررت إلى التوقف في محطة الوقود بعد ظهر اليوم للحصول على الوقود. اشتريت تذكرة يانصيب من الصفر أيضًا.,22240
22241,بهيجة,مستحيل! مبروك!!! لم أقترب أبدًا من هذا القدر في البداية. أراهن أن قلبك كان يتسابق.,فزت 2500 دولار!,22241
22242,موثوق,هههههه هذا يبدو ممتعا,لم يستطع النادي احتوائني عندما دخلت بقطعة جديدة وركلات جديدة.,22242
22243,موثوق,هذا جيد! أنا أحب أن أذهب للرقص أيضا,كنت مثل الرئيس هناك.,22243
22244,توقع,ما نوع العمل الذي تفعله؟,أنا في انتظار سماع رد بشأن ترقية في العمل,22244
22245,توقع,يجب أن تحصل على زيادة كبيرة في الراتب ، أيها المصرفي.,انا اعمل في البنك,22245
22246,خائب الامل,أنا أكره عندما يحدث ذلك. هل انتهى بهم الأمر بالاعتذار على الإطلاق أم أنهم تلاعبوا به كما لو لم يحدث شيء؟,في نهاية الأسبوع الماضي ذهبت أنا وأصدقائي بعيدًا في عطلة وشعر اثنان منهم بالسكر الشديد ودمروا الليل تمامًا.,22246
22247,خائب الامل,سأكون أيضا. إنه ليس ممتعًا عندما يفسد شخصان ليلة يجب أن تكون وقتًا رائعًا!,كان علينا التحدث في اليوم التالي. لم يتذكر أحدهم تلك الليلة واعتذر النصف الآخر. لقد انتقلنا إلى الأمام ولكن ما زلت أشعر بالحزن حيال ذلك.,22247
22248,الآن,هذا ليس جيدا كيف كسرته؟,ساعتي المفضلة كسرت اليوم. :(,22248
22249,الآن,ليس جيدا هل ستحصل على واحد آخر؟,كسر من تلقاء نفسه. لا دليل.,22249
22250,الآن,سأشتريها منك بعد أن يتم إصلاحها ، أنا أحب تاغ هوير.,انها تاغ هوير. سأصلحه.,22250
22251,الآن,ربما لا يمكنني الحصول على بعض التوصيات من أجل فكرة لطيفة؟,كانت ساعة جدي. لا أعتقد أن لديك ما يكفي من المال لتغطية قيمتها العاطفية.,22251
22252,فخور,ما هو فصل الكيمياء الذي ستحضره؟,متحمس جدًا لاستعادة علاماتي من الكيمياء.,22252
22253,فخور,ييكيس. كانت الكيمياء العضوية آخر فصل كيمياء حضرته. آليات تفاعل Yuck ... sn1 sn2 إلخ.,إنها كيمياء عضوية صعبة للغاية لذا صدمت بنسبة 95٪.,22253
22254,فخور,نعم لم أكن معجبًا كبيرًا بالفصل.,بالضبط من الصعب تذكر كل تلك الأشياء.,22254
22255,فخور,يعتمد على الطريقة التي تتحدث عنها ربما فيزياء 1 أو ربما calc II. هذا هو المكان الذي بدأت فيه الأشياء حقًا تتجمع حول كيفية عمل الأشياء + الرياضيات لفهم كيفية عمل الأشياء.,ما الصف الذي كان مفضلا لديك؟,22255
22256,عاطفي,ما هي الأجزاء المفضلة لديك في طفولتك؟,أحب التفكير في الماضي وأيام طفولتي.,22256
22257,عاطفي,هذا يبدو وكأنه الكثير من المرح. هل فعلت هذا مع الأصدقاء والعائلة أم بمفردك؟,ركوب الدراجات في جميع أنحاء المقاطعة.,22257
22258,قلق,امل ان تمر بخير! هل أنت قلق؟,لدي مراجعة موظف في العمل يوم الاثنين.,22258
22259,قلق,ثم كل شيء يجب أن يسير على ما يرام! حظا سعيدا أتمنى أن تحصل على علاوة!,نعم ولكن ليس لأي سبب وجيه. انا اقوم بعمل جيد,22259
22260,موثوق,هل لديك الكثير من الخبرة في صنع الكعك؟,في الشهر القادم سأقوم بتدريس فصل دراسي لتزيين الكيك.,22260
22261,موثوق,يبدو ممتعا. هل انت متحمس؟,نعم حوالي 5 سنوات. لقد قمت أيضًا بتدريس هذا الفصل من قبل.,22261
22262,متخوف,أوه ، يا إلهي ، لم أكن كذلك أبدًا. حاول ألا تكون متوترا! مع من أنت ذاهب؟,سأذهب لركوب الخيل لأول مرة في نهاية هذا الأسبوع. أنا حقا متوتر لسبب ما!,22262
22263,متخوف,حسنًا ، أنا متأكد من أنك ستستمتع. فقط اتبع قيادة المدربين!,أنا ذاهب مع صديقين لم يركبوا الركوب من قبل. لا أعتقد أننا عرفنا ما كنا ندخل فيه.,22263
22264,غيور,هذا سيء للغاية هل تناسب أسلوبك؟,لا أصدق أن صديقي حصل على تلك الأحذية اللطيفة ولم أفعل.,22264
22265,غيور,حسنًا ، لقد ادخرت بعض المال على الأقل؟,لقد فعلوا ، كنت غيورًا جدًا.,22265
22266,خجلان,كيف كان عليك أن تغش في الاختبار؟,ذات مرة غششت في اختبار رياضيات لم يكن من المفترض أن أحصل عليه,22266
22267,خجلان,ماذا فعلت في نهاية المطاف على تي تي؟,لم أدرس من أجلها قضيت وقتي في القيام بشيء آخر,22267
22268,مندهش,أين أنتم ذاهبون يا رفاق؟,فاجأني صديقي برحلة عيد ميلاد,22268
22269,مندهش,هذا رائع يا صديقي اللطيف كم عمرك تتحول؟,إلى فانكوفر لمشاهدة عرض السحب!,22269
22270,مندهش,عيد مولد سعيد! يجب أن تكون متحمس,26!,22270
22271,تأثرت,اعتاد فريقي المفضل على Bruins ولكن بعد ذلك انتقلت,كانت مشاهدة bruins تلعب على الجليد مذهلة.,22271
22272,تأثرت,هل جلست بالقرب من الجليد؟,لقد مروا القرص بشكل مذهل لدرجة أنه كان هشًا.,22272
22273,تأثرت,مدهش أنا أحب شارا,كنت على بعد 5 صفوف من الخط الأزرق وشهدت هدفين من شارا.,22273
22274,وحيد,حسنًا ، كان هذا فظيعًا تمامًا! لقد اختار بالتأكيد الوقت الأسوأ للقيام بذلك. أنت على حق أنه كان أحمق!,كان يوم عيد الحب ، واستدار النطر الذي كنت أواعده في ذلك الوقت وأخبرني أنه يتركني من أجل زوجته السابقة.,22274
22275,وحيد,حسنًا ، أنا آسف أن هذا بالتأكيد يوم غير سار لعيد الحب. لكن على الجانب الإيجابي على الأقل ، اكتشفت كم كان أحمقًا قبل أن تصبح أكثر التزامًا.,أنا أوافق! لذا بدلاً من الخروج إلى المطعم الفاخر الذي حجزته لنا ، قضيت الليلة على الأريكة أشاهد إعادة تشغيل الأصدقاء. وحيد.,22275
22276,مندهش,هذا رائع! أراهن أنك كنت متحمسًا حقًا!,جذبني مديري إلى مكتبه ورفع لي علاوة!,22276
22277,مندهش,يجب أن تخرج وتحتفل,انا كنت! كان الأمر غير متوقع تمامًا ولكنه مرحب به للغاية,22277
22278,خائب الامل,ربما حان الوقت لغرس القليل من الانضباط.,أطفالي لا يستمعون إليّ بقدر ما ينبغي.,22278
22279,خائب الامل,ما هى أعمار أطفالك؟,نعم أعتقد أنه يبدو كذلك.,22279
22280,خائف,هل تعتقد أنك ستكون التالي؟,قاموا بتسريح 3 أشخاص من العمل أمس. ما زلت لم أذكرها حتى الآن.,22280
22281,خائف,لقد أغلقوا بعد ذلك.,لا. ربما سأكون الأخير.,22281
22282,معد,هل مررت بالعديد من الأعاصير؟ نقوم بالتخزين في حالة قيام إعصار بإخراج الطاقة.,في كل موسم من مواسم الأعاصير ، أتأكد من تخزين المياه والضروريات في حالة.,22282
22283,معد,لقد مررت ببعض الأعاصير. أعيش في ميسوري ولكن قبل ذلك كنت أعيش في كانساس. هل اضطررت يومًا لاستخدام المستلزمات الخاصة بك؟,لقد مررت بعدد غير قليل. أنا أعيش في ميامي.,22283
22284,معد,ييكيس! حتى الآن لم نضطر إلى الحفر في الماء أو الطعام. أنا لا أجادل حول الحصول على مولد بالرغم من ذلك.,نعم. في العام الماضي عندما جاءت إيرما ، كان عليّ إخراج مجموعتي.,22284
22285,حنين,اوه هذا لطيف جدا. هل وجدت واحدة لتصنعها؟,كنت أبحث في وصفات جدتي القديمة في ذلك اليوم.,22285
22286,حنين,صوت مثير للاهتمام! إنها بسكويت أم تشبه الكعكة؟,"نعم. عندما كنت طفلاً ، كنا دائمًا نطلق عليها ""كرات التمر"" ولكنني اكتشفت مؤخرًا أنها تسمى في الواقع ""بسكويت سكيليت"".",22286
22287,الآن,أوه يجب أن يكون هذا صعبًا. هل أنتم قريبون حقًا يا رفاق,بالأمس غادرت أختي لتعود إلى حالتها,22287
22288,الآن,يا رجل أعرف كيف يشعر هذا. عندما أذهب لزيارة أختي وبنات أختي ، أجد صعوبة في ذلك عندما حان وقت العودة إلى المنزل,نحن ومن المؤلم رؤيتها تذهب لأنني أعلم أنني لن أراها مرة أخرى حتى العام المقبل,22288
22289,متخوف,لقد قمت بعمل عظيم! يجب أن تفخر بنفسك ولا تخاف من القيام بذلك.,سأطلب زيادة في الراتب في نهاية الأسبوع. أشعر أنني أستحق ذلك ولكنني متوتر حقًا لطرح الموضوع عليه.,22289
22290,متخوف,لا تخجل أو تقصر نفسك بشكل خاص لأنك عملت بجد. إذا كنت تشعر بالخوف أو التردد في القيام بذلك ، فسوف أتحدث إلى رئيسها من أجل ترتيب اجتماع.,نعم زوجتي تقول نفس الشيء. رئيسي في العمل مخيف نوعاً ما على الرغم من ذلك يجعلني أتخيل نفسي في بعض الأحيان.,22290
22291,خجلان,ما الرياضة التي تتحدث عنها؟,تمتص لأنني لم أجعل الفريق الذي حاولت بشدة.,22291
22292,خجلان,أنا حقا لا أحب الهوكي فهو ممل مثل الجحيم,الهوكي ألعب في المركز.,22292
22293,حانق,لماذا أنت غاضب جدا؟,أنا غاضب جدًا من نفسي مؤخرًا.,22293
22294,حانق,هذا ليس جيدًا على الإطلاق ، فكيف فعلت ذلك؟,كنت أواعد هذه المرأة الرائعة وانتهى بي الأمر بخيانتها.,22294
22295,قلق,حسنًا ، أنا متأكد من أنك عصبي للغاية! بالطبع ليس لدي شك في أن كل شيء سيكون على ما يرام وتجربة جديدة لك!,سأسافر في رحلة الأسبوع المقبل ولم أكن على متن طائرة من قبل,22295
22296,قلق,نعم ، والأسوأ من ذلك ، ربما يمكنك حمل شيء على متن الطائرة للمساعدة في استرخاء أعصابك في حالة حدوث ذلك. هناك دائمًا كحول أيضًا!,أنت على حق ، هذا يجعلني متوترًا وخائفًا للغاية لكنني سأحاول التغلب عليه!,22296
22297,مندهش,هل انت متحمس؟,اكتشفت أن زوجتي حامل اليوم.,22297
22298,مندهش,هل تعلم ما إذا كان لديك ولد أو بنت حتى الآن؟,جدا. سيكون الأول لي.,22298
22299,مندهش,أتمنى أن يكون فتى أحب الأطفال.,لا دليل,22299
22300,مندهش,يجب أن أجعله يلعب بعض الألعاب الرياضية بالتأكيد.,أنا نفسي أؤيد ابنًا. لا أستطيع أن أقول أنها تشعر بنفس الشيء.,22300
22301,وحيد,هذا سيء. هل قالت لماذا؟,صديقتي فقط تركت لي هذا فظيع.,22301
22302,وحيد,واو هذا قاس.,أرادت أن تجرب شيئًا جديدًا كانت تشعر بالملل مني.,22302
22303,وحيد,ابحث عن صديقة جديدة. لقد أبحرت السفينة. إذا كنت لا تزال تريدها حقًا ، ففكر في محاولة لعب بطاقة الغيرة. (على سبيل المثال ، جعلها تغار),لا أعرف ماذا أفعل بعد الآن أي أفكار؟,22303
22304,وحيد,ليس عليك حتى القيام بذلك. اجعلها راقية. فقط اظهر مع فتاة جميلة واقضي وقتًا ممتعًا وكن رجلًا مثاليًا. لا تدق عليها حتى.,سأفعل ذلك ، شكرًا لك على النصيحة. يمكنني أن أحاول تقبيل شخص آخر لجعلها تغضب.,22304
22305,فخور,هذا جيد! ما هي اعمار اطفالك؟,أنا فخور بزوجتي وأولادي لكوني دائمًا بجانبي.,22305
22306,فخور,هذا حقًا عندما يبدأون في الظهور بمفردهم. يجب أن يكون أنيقًا حقًا!,10 و 13,22306
22307,خائب الامل,هل يمكنك إعادته للتبادل؟,تحتوي سماعاتي على أسلاك قابلة للاستبدال ، لذا اشتريت سلكًا بديلاً لها. وصلت ولم أدرك لكنها قصيرة للغاية. أتمنى لو لم أضيع أموالي.,22307
22308,خائب الامل,كلنا نرتكب أخطاء ، فقط نعيدها ونحصل عليها بالطريقة التي تريدها,أعتقد أنني أستطيع ولكني شعرت أنه كان خطأي لأنني لم أكن أكثر انتباهاً.,22308
22309,الثقة,من الجيد أن يكون لديك شخص يمكنك التحدث إليه حول مشاكلك ومشاعرك. أنا متأكد من أنه يساعد!,كان معالجي لطيفًا معي وكان علي أن أخبرها كثيرًا.,22309
22310,الثقة,قد يكون من الصعب العثور على المعالج المناسب ، لذلك من الرائع أنك وجدت معالجًا موجودًا بالفعل من أجلك ويساعدك.,إنه حقًا كنت ممتنًا جدًا لذلك. انها مفيدة جدا.,22310
22311,الثقة,أنا آسف لأنك مررت بوقت عصيب. ما هو EP؟,أنت تعلم أنني لا أثق حقًا في كثير من الناس بسبب حدث صادم من الماضي. ولكن عندما جاء EP ، جعلني أؤمن بالإنسانية مرة أخرى,22311
22312,الثقة,أنا سعيد جدًا لأن لديك شخصًا مميزًا جدًا في حياتك!,EP هي الأحرف الأولى لزوجي. إنه رجل رائع ويظهر الشخصية التي أتمنى أن يتمتع بها كل البشر.,22312
22313,فرح,هذا جيد! هل يتغير وضعك؟,سأحصل على ترقية في فبراير.,22313
22314,فرح,أوه ، المزيد من المال جيد دائمًا,نعم وسأحصل على علاوة جيدة.,22314
22315,فرح,أنا متأكد من أنها ستكون لذيذة.,أنا متحمس لأن تنضج البرقوق على شجرة البرقوق,22315
22316,فرح,أنا سعيد لأنهم جاءوا من أجلك.,هم عادة ما يكونون حلوين جدا,22316
22317,غيور,يمكن أن يكون العمل الجيد مرهقًا للكثيرين ويفعلون ذلك. في كثير من الأحيان يمكننا إحضارها معنا إلى المنزل.,عدت إلى المنزل اليوم بعد يوم طويل في العمل في حالة مزاجية سيئة للغاية.,22317
22318,غيور,أنا متأكد من أن ذلك سيكون مخيبًا للآمال ومحبطًا للغاية. لا شك أنك تتساءل لماذا يفعلون مثل هذا الشيء!,تم تخطي مرة أخرى للترقية. لقد أعطوها لشخص كان هناك أقل من عام.,22318
22319,وحيد,انا اسف لسماع ذلك. كيف تجري الامور معك؟,أنا وصديقتي انفصلا بالأمس.,22319
22320,وحيد,هذا صحيح. فقط تذكر أنه بقدر ما قد يكون الأمر مؤلمًا الآن ، هناك الكثير من الأشخاص هناك وتريد أن تجد شخصًا يجعلك سعيدًا طوال الوقت وليس لبعض الوقت فقط.,أفعل حسنا أعتقد. ربما يكون من الأفضل أنه انتهى الآن وليس لاحقًا.,22320
22321,الآن,هذا الرجل صعب حقا. يمكنني أن أتحدث مع ذلك ، كان لابد من وضع رايلي (كلب) في النوم بسبب قصور القلب الاحتقاني,مات كلبي البالغ من العمر 15 عامًا. لقد كان صديقي وقد انفصلت جميعًا بسبب وفاته.,22321
22322,الآن,لا. حاول جاهدًا أن تظل إيجابيًا وتذكر أنه لم يعد يعاني,نعم ، فهمت أنه حان وقت رحيله ، لكن ذلك لا يجعل الأمر أسهل.,22322
22323,مندهش,لذيذ! هذا جيد. من الجيد دائمًا أن تخبز شيئًا ما ويتضح أنه صحيح تمامًا.,لقد خبزت مؤخرًا وكنت سعيدًا لأنني وجدت أن كعكة الجبن الخاصة بي كانت رقيقًا مثل النوع الياباني,22323
22324,مندهش,حسنًا ، هذا جيد. أنا متأكد من أن طعمه رائع.,نعم! سقط النوع العلوي قليلاً بعد ذلك لكنه بدا وكأنه سوفلي,22324
22325,حنين,يمكنك دائما مشاهدته على الانترنت!,كنت أشاهد التلفزيون وكنت أفكر فقط في مقدار ما أتمنى أن يظل فيه الأصدقاء على الهواء. افتقد هذا العرض.,22325
22326,حنين,لا تقلق سأخبر هوليوود بعمل حلقات جديدة لك!,أعلم ذلك ولكني أرغب في بعض الحلقات الجديدة ...,22326
22327,غيور,قليلا من الغيرة كثيرا؟ ربما يجب عليك اختيار وظيفة جانبية؟,حصلت أختي على زوج جديد من الأحذية. كانوا هم نفس الأشخاص الذين كنت أريدهم ولكن لا يمكنني تحمل كلفتها. كان يجب أن أكون سعيدًا من أجلها لكنني لم أكن كذلك.,22327
22328,غيور,ربما يمكنك استعارتها؟,ربما ولكن لا يمكنني الآن. أعلم أن ما أشعر به ليس على ما يرام ولكن لا يمكنني مساعدتي.,22328
22329,المحتوى,هنيئا لك. أنت تستحق أن تأخذ بعض الوقت لنفسك. أي شيء مميز تريد مشاهدته؟,لقد قضيت يومًا جيدًا في العمل الآن ، فأنا أرتاح وأراقب التلفزيون لبقية اليوم.,22329
22330,المحتوى,يبدو أنها ستكون ليلة سعيدة. يتمتع.,أحتاج إلى اللحاق بالامتداد.,22330
22331,المحتوى,أوه ، واو هل تعتقد أن طفلك قد يكون مريضاً قليلاً؟,قيل طفلي لمدة ثلاث ساعات اليوم وهو أمر غير معتاد.,22331
22332,المحتوى,"أنا سعيد لسماع ذلك. من الجيد دائمًا تخصيص بعض الوقت ""لي"" لإنجاز الأمور.",لا أعتقد أنه قد تم التخلص منه للتو! تمكنت من إنجاز الكثير من الأعمال المنزلية لذا كان الأمر رائعًا.,22332
22333,قلق,إنهم مشغولون للغاية ولكن إذا حددت موعدًا معك ، فيجب أن تكون هناك يوم الاثنين.,أتمنى أن تأتي سيدتي العقارية يوم الاثنين. قالت إنها كانت مشغولة وأن تتصل بها صباح الاثنين,22333
22334,قلق,أوه لا ، أنت تترك الجيران لإرهاب بعض الناس المطمئنين. ذلك مضحك.,أتمنى ذلك. أنا بحاجة لبيع منزلي بسرعة. لدي جيران أشرار خارقون.,22334
22335,قلق,يا إلهي .. يجب عليك الخروج بأسرع ما يمكن بعد ذلك. لا يمكن الوثوق بالجميع.,في الواقع العكس تماما. هؤلاء الناس يحاولون أن يهيئوني للانتقام وواحد منهم شرطي,22335
22336,حانق,أوه لا ، أنا أكره مثل هذه المواقف عندما لا يزال يتعين عليك رؤية أشخاص مثل كل يوم.,أنا غاضب جدًا من زميلي في العمل اليوم! كانت لديها الجرأة لإخبار رئيسنا أنني كنت وقحًا مع مريض وهو خارج شخصيتي تمامًا,22336
22337,حانق,لا تُظهِر غضبك مطلقًا أو تدعه يعرف أنه وصل إليك.,خصوصا زميل العمل مثلها. إنها ليست لطيفة مع المرضى أو الناس وتريد فقط أن تسبب لي المشاكل لأنها دائمًا ما تكون في الماء الساخن.,22337
22338,حانق,هذا سوف يزعجها أكثر وأعتقد لول.,شكرا جزيلا لك! سآخذ هذه النصيحة وسأكون هادئًا وهادئًا غدًا.,22338
22339,ممتن,كم عمره؟ هل هو ناضج؟,لدي أخ رائع. إنه رائع جدًا للتحدث معه. أستطيع أن أقول له أي شيء!,22339
22340,ممتن,أنا سعيد من أجلك! أتمنى أن تظلوا أصدقاء إلى الأبد!,إنه في المدرسة الثانوية لكنه ناضج جدًا بالنسبة لعمره.,22340
22341,متضايق,أراهن أنها كانت سعيدة حقًا بذلك.,حصلت لأختي على خط هاتفي الخلوي,22341
22342,متضايق,نعم ، هذا قد يدفعني إلى الجنون.,كانت ولكني لست كذلك. أعتقد أنها دفعت في الوقت المحدد ربما مرتين خلال عامين,22342
22343,متضايق,قد يدفعني ذلك إلى الجنون كما يجب أن تكون أكثر مراعاة.,يدفعني أكثر من الجنون! لن أفعل ذلك لأي شخص,22343
22344,متضايق,ربما ستبدأ في الدفع في الوقت المحدد.,بالضبط,22344
22345,مندهش,هذا رائع! هل كلفك الكثير؟,حصلت على مكنسي الجديد أخيرا! إنه يعمل بشكل رائع ولديه قوة شفط كبيرة.,22345
22346,مندهش,حسنًا ، أنا سعيد لأنه نجح من أجلك!,لا ، لقد حصلت عليها في صفقة مستودع. الأول لم ينجح لذا اضطررت إلى الانتظار طوال الأسبوع للحصول على هذا. أحصل على إصدار أحدث على أي حال ، لذا فقد عمل بشكل أفضل,22346
22347,قلق,سأشعر بالمثل! المرتفعات مخيفة,كان علي أن أذهب إلى أعلى مبنى لحضور اجتماع عمل. أنا خائف من المرتفعات لذا فقد توترت كثيرًا.,22347
22348,قلق,الضحك بصوت مرتفع! حسنًا ، لا بأس ، ليس الأمر كما لو كنت بحاجة إلى فعل أي شيء على ارتفاعات - إلا إذا كان عليك الطيران كثيرًا. أنا أفعل .. لكني لا أحب ذلك,نعم ، يخبرني الناس دائمًا بمواجهة خوفي ولكني أعتقد أنهم مجانين.,22348
22349,غاضب,انا لدي نفس شعورك اتجاه ذلك الأمر. هذا فظيع. هل يوجد أحد فوقه؟,يحاول مدير من فريق آخر تقويض عملي.,22349
22350,غاضب,تريد إثارة المشاكل؟,نعم ولكني أريد أن أثير المشاكل. إنه يبذل قصارى جهده لكنه لم ينجح.,22350
22351,غاضب,حسنا! أنا أرى. حسنًا ، أنت لا تثير المشاكل على أي حال,لا اريد ان اثير المشاكل (اسف),22351
22352,غاضب,لماذا حدث هذا؟ هل هو سيء فيما يفعله؟,شخص ما أفسد مهمة عمل شاركت فيها.,22352
22353,غاضب,هذا فظيع إذا لامك.,لقد أهدر أيضًا 30 دقيقة من وقتي ووقتيه وفعلها على الرغم من ذلك. أنا اعتقد ذلك! بعض الناس يحبون فقط أن يكونوا بائسين ويلومون الآخرين,22353
22354,قلق,سيشعر بالرضا عندما يتم ذلك!,لا أستطيع الانتظار حتى أسدد قيمة سيارتي,22354
22355,قلق,وعملك الشاق سوف يؤتي ثماره!,أنا أعرف. سأحصل على دخل مجاني أكثر قليلاً,22355
22356,الآن,آسف لسماع ذلك,ماتت عمتي وكان الأمر مزعجًا حقًا. كانت عمتي المفضلة أيضًا,22356
22357,الآن,ماذا حدث؟,شكرا هي في مكان أفضل بالرغم من ذلك.,22357
22358,عاطفي,رائع. كيف كانت؟,أعطاني والدي عملة معدنية قديمة كانت ملكًا لجده الذي مات عندما كنت صغيرًا.,22358
22359,عاطفي,هل ستعرضه؟,إنها قديمة جدًا ومهترئة. لا أعتقد أنها تستحق الكثير $ $ $ لكنها كانت ذات مغزى على أي حال,22359
22360,عاطفي,حسنا، هذا جميل. ربما يمكنك تمريرها لأطفالك أيضًا,احتفظ بها في صندوق المجوهرات الخاص بي مع بعض الأشياء الثمينة الأخرى لول,22360
22361,Error,Error,Error,22361
22362,الآن,آه هذا فظيع. أتمنى أن تكون قد وجدت المال!,كان الأمر رائعًا حتى غادر الجميع وكان بعض المال مفقودًا من غرفة نومي.,22362
22363,موثوق,يبدو أنك ستفعل! تبدو واثقًا من نفسك وأنا متأكد من أن مديرك كذلك أو لم يكن ليثق بك للقيام بذلك.,مديري لدي تحديات جديدة لتحقيقها. أنا متأكد من أنني سأنجح.,22363
22364,موثوق,بالتااكيد. نأمل أن يؤدي إلى ترقية لك قريبًا!,أنا سعيد بهذا. سوف يساعدني على النمو في المنظمة.,22364
22365,متخوف,لماذا تعتقد أنك ستفشل؟,أنا قلق بشأن حضور فصل الأسلحة النارية الخاص بي. أعتقد أنني سأفشل في الاختبار.,22365
22366,متخوف,متى يكون الاختبار؟ مع التدريب يأتي الإتقان! تناسبها!,أنا لم أتدرب بما فيه الكفاية.,22366
22367,فرح,كم دفعت مقابل الجديد؟,لقد حصلت على فراغي الجديد اليوم أخيرًا! لم أستطع الانتظار لفتحه! تم كسر آخر واحد ...,22367
22368,فرح,هذه صفقة عظيمة هل ستستخدمها الليلة؟,فقط مثل 65 دولارًا. هذه أول مكنسة كهربائية جديدة حصلت عليها على الإطلاق! لطالما كان لدي كبار السن,22368
22369,متفائل,ما الأشياء التي تتطلع إليها؟,إنني أتطلع إلى عطلة نهاية الأسبوع هذه من بعض النواحي. آمل أن تحدث أشياء إيجابية جيدة.,22369
22370,متفائل,يبدو أن إيجابيتك ستحقق شيئًا جيدًا,حسنًا ، لا شيء على وجه الخصوص ، أنا فقط آمل أن تحدث الأشياء الجيدة مقابل أي شيء سيء! لول أنا لا أشعر بالرضا ، لذا سيكون من الجيد أن تحتوي عطلة نهاية الأسبوع هذه على أشياء جيدة :),22370
22371,ممتن,كيف تساعدك؟,أنا أقدر صديقتي فهي داعمة للغاية وحلوة!,22371
22372,ممتن,تبدو وكأنها صديقة رائعة,إنها تساعدني فقط على إبقائي مستويًا وأقل توترًا عندما سأكون حطامًا بخلاف ذلك,22372
22373,توقع,لم ألعب ألعاب الفيديو منذ فترة طويلة.,أنا متحمس حقًا للعبة Super Smash Bros الجديدة التي ستكون لعبة ممتعة!,22373
22374,توقع,تقدمت في السن. اعتدت على لعب مورتال كومبات.,يجدر الدخول في أنها يمكن أن تكون مريحة للغاية,22374
22375,مشمئز,لماذا هذا؟,لا يمكنني تحمل الذهاب إلى الحمام في العمل بعد شخص آخر.,22375
22376,مشمئز,أفهم أنه يمكنك فقط إحضار لوازم التنظيف!,بعض الناس سيئون للغاية.,22376
22377,مذنب,لماذا لم تنته؟,أشعر بالسوء لأنني لم أنتهي من طلاء منزل أمي.,22377
22378,مذنب,أوه. لم يفت الأوان بعد؟,تعبت أنا كسول نوعا ما.,22378
22379,خائب الامل,ما الذي كانت تكذب بشأنه؟,ابنتي كانت تكذب علي منذ عام,22379
22380,خائب الامل,هل ستعاقبها؟,لقد فقدت جهازي اللوحي في مكان ما وأقسمت أنه اختفى للتو,22380
22381,متضايق,ما الذي يسأل عنه؟,المالك يمل كل شخص في المبنى. إنه هنا كل يوم يطرح الأسئلة.,22381
22382,متضايق,رائع. يجب أن يكون ذلك مزعجًا. لا يمكنني أبدًا البحث عن مالك العقار,يخشى أن يهرب شخص ما دون دفع الإيجار. إنه يخشى أن يفرط الناس في استخدام نظام التدفئة,22382
22383,دمر,لماذا لم ترتديهم؟,كنت أرغب في ارتداء زوج من الأقراط أعطتني إياه جدتي في جنازتها.,22383
